"무인교통단속카메라관리번호",시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,단속구간위치구분,과속단속구간길이,보호구역구분,설치연도,관리기관명,관리기관전화번호,데이터기준일자
"주정차단속-105",서울특별시,마포구,구도,,양화로,3,"서울특별시 마포구 양화로 72, 101동 (서교동, 서교동효성해링턴타워)",서울특별시 마포구 서교동 494,37.55076702,126.9167163,효성해링턴타워(서교빌딩 쪽) 주변,4,0,,,,2020,서울특별시 마포구,02-3153-9655,2023-07-12
"주정차단속-106",서울특별시,마포구,구도,,양화로,3,"서울특별시 마포구 양화로 72, 101동 (서교동, 서교동효성해링턴타워)",서울특별시 마포구 서교동 494,37.55079559,126.9167163,효성해링턴타워(한동빌딩 쪽) 주변,4,0,,,,2020,서울특별시 마포구,02-3153-9655,2023-07-12
"주정차단속-107",서울특별시,마포구,구도,,어울마당로,3,"서울특별시 마포구 어울마당로 65, (서교동)",서울특별시 마포구 서교동 367-5,37.55096147,126.9210585,홍대 상상마당 주변,4,0,,,,2020,서울특별시 마포구,02-3153-9655,2023-07-12
"주정차단속-108",서울특별시,마포구,구도,,백범로,3,"서울특별시 마포구 백범로 220, (신공덕동)",서울특별시 마포구 신공덕동 170-1,37.54218582,126.9541998,이마트 주변,4,0,,,,2020,서울특별시 마포구,02-3153-9655,2023-07-12
"주정차단속-109",서울특별시,마포구,구도,,마포대로24길,3,"서울특별시 마포구 마포대로24길 29, (아현동)",서울특별시 마포구 아현동 749-5,37.55341277,126.9603291,애오개 도담어린이공원  주변,4,0,,,,2020,서울특별시 마포구,02-3153-9655,2023-07-12
"주정차단속-110",서울특별시,마포구,구도,,큰우물로,3,"서울특별시 마포구 큰우물로 26, (용강동)",서울특별시 마포구 용강동 380,37.54376994,126.9418592,래미안용강아파트 주변,4,0,,,,2020,서울특별시 마포구,02-3153-9655,2023-07-12
"주정차단속-111",서울특별시,마포구,구도,,백범로26길,3,"서울특별시 마포구 백범로26길 8, (염리동)",서울특별시 마포구 염리동 159-8,37.54558196,126.945998,공덕파크자이 2차 주변,4,0,,,,2020,서울특별시 마포구,02-3153-9655,2023-07-12
"주정차단속-112",서울특별시,마포구,구도,,독막로,3,"서울특별시 마포구 독막로 291-5, (염리동)",서울특별시 마포구 염리동 161-5,37.54509946,126.9457671,트레노베빌딩  주변,4,0,,,,2020,서울특별시 마포구,02-3153-9655,2023-07-12
"주정차단속-113",서울특별시,마포구,구도,,창전로,3,"서울특별시 마포구 창전로 28, (구수동)",서울특별시 마포구 구수동 101-26,37.5448035,126.9315468,서강GS아파트정문 주변,4,0,,,,2020,서울특별시 마포구,02-3153-9655,2023-07-12
"주정차단속-114",서울특별시,마포구,구도,,독막로22길,3,"서울특별시 마포구 독막로22길 27, (창전동)",서울특별시 마포구 창전동 381-4,37.546767,126.9284746,미주공인중개사 삼거리,4,0,,,,2020,서울특별시 마포구,02-3153-9655,2023-07-12
"주정차단속-115",서울특별시,마포구,구도,,월드컵로34길,3,"서울특별시 마포구 월드컵로34길 13, (성산동)",서울특별시 마포구 성산동 590-5,37.56542415,126.9035429,상암월드시티오피스텔  사거리,4,0,,,,2020,서울특별시 마포구,02-3153-9655,2023-07-12
"주정차단속-116",서울특별시,마포구,구도,,월드컵북로62길,3,"서울특별시 마포구 월드컵북로62길 11, (상암동)",서울특별시 마포구 상암동 1582,37.58360253,126.8844154,서울일본인학교 삼거리,4,0,,,,2020,서울특별시 마포구,02-3153-9655,2023-07-12
"주정차단속-117",서울특별시,마포구,구도,,동교로1길,3,"서울특별시 마포구 동교로1길 96, (망원동, 목향)",서울특별시 마포구 망원동 461-2,37.55447096,126.8990629,망원나들목 공영주차장  A동 주변,4,0,,,,2020,서울특별시 마포구,02-3153-9655,2023-07-12
"주정차단속-118",서울특별시,마포구,구도,,희우정로13길,3,"서울특별시 마포구 희우정로13길 29, 1동 (망원동, 삼성캐슬)",서울특별시 마포구 망원동 236-4,37.55242432,126.9018318,망원나들목 공영주차장  B동 주변,4,0,,,,2020,서울특별시 마포구,02-3153-9655,2023-07-12
"주정차단속-119",서울특별시,마포구,구도,,도화2안길,3,"서울특별시 마포구 도화2안길 5, (도화동)",서울특별시 마포구 도화동 7-5,37.53981446,126.9489419,마포초로 가는 도화2길,4,0,,,,2020,서울특별시 마포구,02-3153-9655,2023-07-12
"주정차단속-120",서울특별시,마포구,구도,,독막로42길,3,"서울특별시 마포구 독막로42길 7, (염리동)",서울특별시 마포구 염리동 173-3,37.54336709,126.9461876,염리세양청마루아파트 주변,4,0,,,,2020,서울특별시 마포구,02-3153-9655,2023-07-12
"주정차단속-121",서울특별시,마포구,구도,,마포대로,3,"서울특별시 마포구 마포대로 67, (도화동)",서울특별시 마포구 도화동 573,37.54184514,126.9483024,다이와호텔 삼거리 주변,4,0,,,,2021,서울특별시 마포구,02-3153-9655,2023-07-12
"주정차단속-122",서울특별시,마포구,구도,,도화4길,3,"서울특별시 마포구 도화4길 62, (도화동)",서울특별시 마포구 도화동 550,37.53950462,126.9515941,삼성그린유치원 정문 주변,4,0,,,,2021,서울특별시 마포구,02-3153-9655,2023-07-12
"주정차단속-123",서울특별시,마포구,구도,,양화로3길,3,"서울특별시 마포구 양화로3길 94, (합정동)",서울특별시 마포구 합정동 427-2,37.55342789,126.9109868,성산초등학교 후문 주변,4,0,,,,2021,서울특별시 마포구,02-3153-9655,2023-07-12
"주정차단속-124",서울특별시,마포구,구도,,방울내로5길,3,"서울특별시 마포구 방울내로5길 28, (망원동)",서울특별시 마포구 망원동 467-1,37.5608932,126.9007682,망원초등학교 정문 주변,4,0,,,,2021,서울특별시 마포구,02-3153-9655,2023-07-12
"주정차단속-125",서울특별시,마포구,구도,,신촌로26길,3,"서울특별시 마포구 신촌로26길 5, (대흥동)",서울특별시 마포구 대흥동 12-58,37.55617875,126.9430308,대흥동주민센터 사거리,4,0,,,,2021,서울특별시 마포구,02-3153-9655,2023-07-12
"주정차단속-126",서울특별시,마포구,구도,,월드컵로 10길,3,"서울특별시 마포구 월드컵로10길 39, (서교동)",서울특별시 마포구 서교동 477-4,37.55545297,126.9136599,의정부부대찌개 주변,4,0,,,,2021,서울특별시 마포구,02-3153-9655,2023-07-12
"주정차단속-127",서울특별시,마포구,구도,,창전로,3,"서울특별시 마포구 창전로 46, (구수동)",서울특별시 마포구 구수동 57-7,37.5463797,126.9324749,창전사거리 주변,4,0,,,,2021,서울특별시 마포구,02-3153-9655,2023-07-12
"주정차단속-128",서울특별시,마포구,구도,,마포대로 11길,3,"서울특별시 마포구 마포대로11길 17, (공덕동, 양문빌딩)",서울특별시 마포구 공덕동 232-9,37.5487452,126.9531624,공덕교회 주변,4,0,,,,2021,서울특별시 마포구,02-3153-9655,2023-07-12
"주정차단속-129",서울특별시,마포구,구도,,신수로,3,"서울특별시 마포구 신수로 5, (현석동, 리버뷰)",서울특별시 마포구 현석동 227,37.54230137,126.9338461,반도유보라아일랜드 주변,4,0,,,,2021,서울특별시 마포구,02-3153-9655,2023-07-12
"주정차단속-130",서울특별시,마포구,구도,,대흥로24길 24,3,"서울특별시 마포구 대흥로24길 24, (염리동)",서울특별시 마포구 염리동 532,37.55217,126.946605,마포프레스티지자이1단지 주변,4,0,,,,2022,서울특별시 마포구,02-3153-9655,2023-07-12
"주정차단속-131",서울특별시,마포구,구도,,대흥로 157,3,"서울특별시 마포구 대흥로 157, (대흥동)",서울특별시 마포구 대흥동 20-4,37.553271,126.945743,마포프레스티지자이3단지 주변,4,0,,,,2022,서울특별시 마포구,02-3153-9655,2023-07-12
"주정차단속-132",서울특별시,마포구,구도,,서강로 75-16,3,"서울특별시 마포구 서강로 75-16, (창전동, 이랜드 PEER 신촌)",서울특별시 마포구 창전동 450,37.549383,126.931372,이랜드청년주택 주변,4,0,,,,2022,서울특별시 마포구,02-3153-9655,2023-07-12
"주정차단속-133",서울특별시,마포구,구도,,양화로 171,3,"서울특별시 마포구 양화로 171, (동교동)",서울특별시 마포구 동교동 156-8,37.5575,126.92376,홍대입구역 2번출구 주변,4,0,,,,2022,서울특별시 마포구,02-3153-9655,2023-07-12
"주정차단속-134",서울특별시,마포구,구도,,성암로 19,3,"서울특별시 마포구 성암로 19, (상암동)",서울특별시 마포구 성산동 128-9,37.568375,126.914151,가좌역 2번출구 주변,4,0,,,,2022,서울특별시 마포구,02-3153-9655,2023-07-12
"주정차단속-135",서울특별시,마포구,구도,,월드컵북로42길,3,서울특별시 마포구 월드컵북로42길,서울특별시 마포구 상암동 1625,37.575463,126.898534,롯데몰상암DMC점(예정) 주변,4,0,,,,2022,서울특별시 마포구,02-3153-9655,2023-07-12
"주정차단속-136",서울특별시,마포구,구도,,어울마당로 48,3,"서울특별시 마포구 어울마당로 48, (서교동)",서울특별시 마포구 서교동 408-21,37.549303,126.920814,뉴에라 홍대점 주변,4,0,,,,2023,서울특별시 마포구,02-3153-9655,2023-07-12
"주정차단속-137",서울특별시,마포구,구도,,어울마당로 51,3,"서울특별시 마포구 어울마당로 51, (서교동)",서울특별시 마포구 서교동 403-6,37.549556,126.920838,호연빌딩 주변,4,0,,,,2023,서울특별시 마포구,02-3153-9655,2023-07-12
"주정차단속-138",서울특별시,마포구,구도,,월드컵북로5길 41,3,"서울특별시 마포구 월드컵북로5길 41, (서교동)",서울특별시 마포구  서교동 460-25,37.556582,126.916903,서교대우미래사랑 주변,4,0,,,,2023,서울특별시 마포구,02-3153-9655,2023-07-12
